age,gender,class,Fav Subject,Mrks in Maths,Mrks in Science,Mrks in History,Mrks in geography,Mrks in English,Mrks in Marathi,Mrks in Hindi,Mrks in Computer
11,m,6,History,62,62,38,96,47,81,81,95
11,m,6,Science,95,68,67,58,77,69,87,38
13,f,8,Hindi,55,97,50,40,91,80,88,38
7,m,2,Hindi,45,88,95,57,96,84,49,80
15,f,10,History,80,36,40,81,50,60,72,54
15,m,10,Maths,35,57,51,56,86,100,76,74
8,f,3,Marathi,59,52,58,89,74,86,83,41
14,f,9,Geography,95,57,84,69,59,94,86,69
15,m,10,Science,73,79,40,38,50,79,77,89
8,m,3,Marathi,89,57,63,44,84,46,90,56
11,m,6,Maths,79,66,37,55,76,50,93,61
10,f,5,Computer,35,47,62,83,62,99,91,82
6,f,1,English,74,49,97,36,51,94,92,38
8,m,3,Maths,64,83,40,74,99,86,42,86
7,f,2,English,55,87,84,71,95,36,48,65
14,m,9,History,47,100,49,91,73,37,84,52
11,m,6,Marathi,37,60,58,91,85,83,82,84
6,f,1,Geography,36,43,52,37,76,90,80,84
10,f,5,History,95,64,41,85,50,73,68,35
11,m,6,Maths,52,90,94,64,49,72,89,38
10,m,5,Marathi,58,69,94,51,71,91,60,81
13,f,8,Science,93,54,60,58,42,78,74,37
11,m,6,Maths,40,83,98,70,95,70,87,99
7,m,2,Science,36,64,80,86,35,41,85,82
14,m,9,History,40,96,71,35,41,67,76,90
14,f,9,Maths,86,41,98,80,96,68,91,56
14,m,9,Computer,60,46,92,97,81,50,72,45
12,f,7,Computer,40,56,93,64,75,87,72,54
13,m,8,History,49,80,46,75,88,49,84,47
14,f,9,Geography,61,98,59,92,59,100,75,72
6,f,1,History,74,79,68,81,51,73,35,81
15,m,10,History,69,68,77,89,44,36,79,58
6,m,1,Science,64,78,65,46,76,90,96,71
14,m,9,Hindi,74,68,67,72,42,61,81,92
13,f,8,Geography,61,47,82,91,71,73,42,54
13,f,8,Hindi,35,58,59,50,72,89,59,41
13,m,8,Computer,48,95,55,100,44,75,71,95
8,f,3,Marathi,35,52,83,96,46,98,47,39
6,m,1,Maths,99,60,56,64,38,71,73,58
15,m,10,Maths,63,51,61,48,46,93,41,80
14,f,9,Science,87,68,60,78,62,97,81,55
7,f,2,Maths,35,71,92,45,81,72,99,75
12,m,7,Science,52,75,81,97,82,90,89,39
9,m,4,History,81,50,53,44,92,80,44,67
9,f,4,Marathi,76,57,88,98,42,36,71,56
7,m,2,Computer,78,60,71,50,76,36,77,74
13,m,8,English,77,46,51,35,91,45,84,48
12,m,7,Marathi,96,51,97,72,74,45,42,88
13,f,8,Computer,87,62,91,69,50,93,79,47
11,m,6,History,48,67,92,48,96,56,53,96
8,f,3,English,42,71,64,52,86,58,75,66
7,m,2,Geography,80,60,45,40,41,69,62,86
7,f,2,English,41,51,99,62,42,93,47,80
10,f,5,Science,36,65,100,54,67,39,99,58
8,m,3,Marathi,86,68,78,49,49,66,84,55
13,m,8,Geography,63,95,48,96,93,83,92,79
14,m,9,Geography,38,44,88,97,92,47,62,79
8,f,3,Maths,74,94,96,100,39,72,53,68
14,f,9,Geography,54,95,90,91,64,92,44,67
15,m,10,Geography,36,37,95,67,88,75,82,36
11,f,6,Marathi,90,73,81,87,83,62,53,82
10,m,5,Computer,91,75,52,100,69,94,85,61
7,m,2,Science,94,86,40,36,94,35,85,47
13,f,8,Marathi,54,68,81,99,57,49,89,37
6,f,1,History,91,54,70,66,84,85,74,84
15,m,10,Geography,92,43,90,64,72,35,77,39
9,m,4,Computer,54,36,99,69,100,83,67,89
9,f,4,Science,61,93,77,90,79,52,85,47
6,m,1,Hindi,92,74,58,73,73,64,78,86
12,m,7,Maths,39,81,92,71,49,77,35,44
15,m,10,Marathi,89,74,69,92,56,46,64,35
12,f,7,History,49,62,91,81,72,99,88,60
15,m,10,Computer,67,39,55,78,48,49,38,99
8,f,3,Marathi,46,75,58,49,93,83,99,56
8,m,3,Computer,79,38,78,67,40,37,38,59
13,f,8,History,46,47,79,42,70,76,38,54
13,f,8,History,72,87,37,85,93,48,41,41
15,m,10,Science,81,83,41,59,53,40,96,75
12,m,7,History,53,84,78,88,41,53,58,86
12,m,7,Geography,74,91,100,71,91,73,98,47
9,f,4,Maths,87,79,57,42,47,73,45,39
14,f,9,English,84,92,86,53,94,84,72,92
10,m,5,Geography,57,100,60,72,42,52,79,93
15,f,10,History,48,79,71,42,74,98,95,43
8,m,3,Maths,75,58,75,51,86,84,85,45
13,m,8,Computer,39,77,37,48,35,52,36,56
12,f,7,Computer,44,70,60,86,76,82,65,59
11,f,6,English,56,78,46,65,84,35,50,60
11,m,6,Geography,81,36,69,96,41,78,35,47
12,m,7,Marathi,94,81,38,75,85,46,76,46
8,f,3,Marathi,39,72,83,98,40,93,63,82
8,m,3,Computer,63,59,76,57,38,94,90,74
8,m,3,Computer,44,86,78,78,42,98,39,94
7,m,2,History,99,61,98,77,99,83,82,95
9,f,4,Marathi,88,66,99,76,45,87,43,38
13,m,8,English,74,57,55,45,57,72,39,97
13,f,8,Science,62,48,41,46,95,82,48,48
10,m,5,Hindi,51,70,39,91,36,66,39,88
11,f,6,Marathi,63,87,50,80,65,40,82,74
11,f,6,Hindi,90,36,48,42,46,88,91,66
11,m,6,Maths,92,67,97,91,44,66,77,93
11,m,6,Geography,53,54,66,72,57,53,60,95
12,m,7,Maths,62,65,45,79,84,80,62,41
13,f,8,Computer,99,50,96,41,46,57,69,98
13,f,8,Marathi,56,98,48,72,97,64,55,60
10,m,5,English,68,83,38,58,54,93,46,81
9,f,4,Computer,52,69,69,54,96,60,60,39
15,m,10,Computer,99,81,77,89,67,50,54,60
14,m,9,Computer,61,65,40,36,65,78,92,50
6,f,1,Geography,44,55,40,65,77,96,80,69
7,f,2,Computer,75,78,98,94,96,54,77,75
13,m,8,Hindi,74,64,35,61,95,93,85,55
12,m,7,Computer,79,43,98,40,37,92,52,52
13,f,8,Marathi,63,41,63,81,68,85,96,93
13,m,8,Geography,46,61,50,62,67,95,44,78
6,m,1,Computer,53,96,95,79,66,37,40,41
6,m,1,English,93,53,85,58,39,90,36,96
7,f,2,Science,68,48,88,68,43,89,61,40
13,m,8,Hindi,69,36,80,42,63,100,65,63
9,f,4,Marathi,41,45,59,100,88,42,87,53
11,m,6,Science,90,81,72,69,76,37,52,88
7,f,2,Hindi,72,50,60,79,35,75,70,48
6,f,1,English,49,59,82,45,74,88,69,57
7,m,2,Computer,94,63,52,61,41,81,63,65
15,m,10,Geography,99,46,64,75,61,51,44,43
8,m,3,Marathi,95,84,49,86,86,36,51,77
14,f,9,Science,77,39,82,80,75,70,94,44
8,f,3,Marathi,44,47,78,91,40,87,95,67
10,m,5,History,63,100,70,74,62,88,35,38
8,f,3,History,95,50,37,61,74,100,60,91
10,m,5,Geography,61,39,100,76,60,67,41,68
7,m,2,Marathi,81,39,43,78,99,98,81,84
6,f,1,English,73,90,58,100,80,47,45,57
10,f,5,Computer,71,94,100,46,86,59,61,83
14,m,9,Hindi,43,50,38,81,97,85,45,46
6,m,1,History,48,42,40,79,56,55,42,93
13,f,8,English,91,47,95,46,48,64,55,87
8,m,3,Hindi,81,96,38,98,70,83,91,78
8,m,3,Hindi,72,48,35,97,91,58,82,78
14,m,9,Geography,88,93,69,98,43,80,75,40
9,f,4,Computer,82,48,61,49,41,92,83,67
13,m,8,Geography,49,66,72,90,85,38,74,68
8,f,3,Computer,79,47,68,66,79,77,44,78
14,m,9,English,35,45,100,91,90,47,72,88
10,f,5,Geography,89,37,60,56,66,65,54,40
13,f,8,Geography,94,91,98,94,35,87,59,76
9,m,4,History,43,81,62,65,92,94,36,72
15,m,10,History,67,46,65,81,64,82,42,53
7,m,2,Maths,92,54,56,85,53,60,39,74
15,f,10,Maths,65,95,35,39,68,61,44,74
7,f,2,History,83,75,44,100,46,97,94,78
7,m,2,History,38,87,73,49,63,78,89,62
13,f,8,Science,43,83,66,87,75,80,94,68
13,m,8,Science,41,53,74,41,72,37,76,41
8,m,3,Hindi,60,93,74,46,47,36,56,70
15,f,10,Science,82,100,39,63,60,35,88,42
12,f,7,English,56,37,95,62,71,43,67,53
14,m,9,Hindi,54,80,85,37,73,51,47,60
9,m,4,English,40,69,59,75,96,68,72,80
11,f,6,History,95,81,83,44,96,74,58,90
13,m,8,Marathi,72,98,43,83,76,63,57,71
10,m,5,Geography,92,56,64,52,78,73,42,59
11,m,6,History,80,61,41,71,91,73,89,41
8,f,3,Hindi,66,64,70,57,80,58,64,39
9,m,4,English,66,75,69,100,80,69,72,59
8,f,3,Geography,36,48,97,100,48,75,35,82
9,m,4,Hindi,84,42,86,40,44,97,61,92
7,f,2,English,48,75,41,91,82,46,74,95
13,f,8,Hindi,91,94,69,90,50,53,79,78
7,m,2,Geography,96,93,79,35,100,72,46,97
11,m,6,English,67,63,48,48,84,42,88,39
8,m,3,Maths,68,100,45,87,87,71,40,39
11,f,6,Hindi,42,74,88,71,36,88,47,67
7,f,2,Science,48,58,76,75,64,77,51,41
11,m,6,English,93,80,73,90,47,57,48,35
11,f,6,Maths,74,98,98,38,89,48,78,64
8,m,3,Maths,97,68,96,56,62,95,77,69
6,m,1,Geography,60,80,59,97,87,66,52,73
14,f,9,Computer,97,62,53,38,49,46,94,47
8,f,3,Marathi,56,46,90,55,71,77,84,73
13,m,8,Geography,44,39,87,69,63,62,74,48
12,m,7,English,91,40,98,66,58,52,63,86
6,f,1,Computer,44,46,49,88,72,96,88,63
6,m,1,Computer,43,74,44,54,61,49,60,45
7,m,2,English,97,60,90,60,74,38,75,96
10,m,5,Marathi,45,44,42,69,85,52,45,81
9,f,4,History,35,58,83,44,86,42,95,62
14,m,9,English,74,86,40,52,61,93,96,42
11,f,6,History,49,61,63,82,56,89,86,52
9,m,4,Hindi,50,68,43,54,83,84,94,76
12,f,7,Science,71,45,77,75,44,54,91,66
11,f,6,History,80,38,67,72,88,64,49,39
13,m,8,Marathi,93,51,82,36,63,44,98,42
15,m,10,Maths,59,61,81,73,58,46,54,38
11,m,6,Computer,84,62,38,100,71,93,82,75
15,f,10,History,46,58,48,58,84,47,35,45
9,f,4,Maths,62,70,49,98,86,63,47,89
13,m,8,Science,96,70,83,100,79,40,55,66
7,f,2,Maths,38,78,48,81,76,49,90,94
10,m,5,English,68,81,52,49,62,62,52,75
9,m,4,Hindi,71,63,51,56,83,92,70,64
15,f,10,Hindi,40,93,46,74,40,82,63,71
6,f,1,History,69,61,57,53,37,54,49,63
7,m,2,English,58,60,57,63,79,67,78,38
12,m,7,Marathi,78,84,99,35,60,67,92,92
13,f,8,Geography,38,38,92,92,95,49,50,46
9,m,4,English,41,94,47,72,86,55,43,66
8,m,3,Marathi,95,50,81,96,92,92,70,97
14,m,9,Science,73,54,79,85,93,39,96,96
7,f,2,Hindi,85,59,36,60,67,56,65,84
6,m,1,Maths,58,54,96,58,100,94,53,71
9,f,4,Maths,54,83,62,52,97,51,78,43
8,m,3,English,82,53,45,78,66,40,88,52
14,f,9,Computer,84,40,92,75,90,47,65,94
15,f,10,Marathi,97,92,58,70,81,50,69,91
11,m,6,History,93,45,72,72,73,36,42,60
6,m,1,Maths,59,57,85,91,93,96,68,90
9,m,4,Geography,64,48,51,70,50,82,91,55
13,f,8,Hindi,57,36,59,70,91,62,46,64
9,f,4,Computer,71,42,52,76,39,93,80,52
11,m,6,English,99,71,98,80,84,38,68,88
14,f,9,Hindi,69,65,95,69,76,89,38,51
12,m,7,English,92,67,56,70,41,90,66,48
6,m,1,History,97,42,59,43,75,75,83,72
12,f,7,Marathi,49,52,70,66,92,80,92,64
10,f,5,Science,68,56,35,93,60,91,42,67
12,m,7,English,50,36,78,70,95,48,41,56
8,m,3,Hindi,43,77,64,56,82,98,45,92
14,f,9,Maths,42,70,82,77,72,97,68,78
6,m,1,History,80,100,73,74,83,81,45,39
15,m,10,Marathi,88,65,47,80,72,83,41,51
15,m,10,Hindi,69,58,71,95,39,41,43,98
15,f,10,Hindi,59,68,75,75,86,86,77,74
8,m,3,Computer,48,45,74,91,86,36,69,59
7,f,2,Geography,63,57,72,62,38,57,75,50
12,m,7,Science,76,87,67,53,94,61,99,74
10,f,5,English,82,69,56,81,56,79,48,83
15,f,10,History,52,36,46,49,90,52,70,55
11,m,6,Science,86,58,38,97,52,36,69,85
10,m,5,Science,88,83,99,92,95,97,44,35
9,m,4,History,51,97,38,43,62,74,51,84
14,f,9,Marathi,89,65,49,62,56,79,69,77
13,f,8,Computer,89,52,69,75,93,61,41,38
8,m,3,English,54,54,84,96,84,43,99,63
12,f,7,History,48,80,41,56,84,56,49,96
10,m,5,Maths,46,41,66,57,97,62,81,47
12,m,7,Maths,87,65,57,98,58,62,58,77
15,f,10,Computer,85,86,66,75,86,40,53,83
13,f,8,Maths,58,70,89,46,45,98,86,82
6,m,1,Geography,87,92,86,38,52,81,98,94
12,m,7,Computer,73,94,44,50,69,85,77,47
9,f,4,History,39,82,87,57,73,88,51,44
12,m,7,Maths,69,88,79,38,98,61,52,71
7,m,2,Computer,42,94,41,91,50,47,73,61
10,m,5,Science,39,55,97,86,44,74,44,42
13,f,8,Computer,90,100,37,71,90,73,60,76
7,m,2,English,84,64,59,42,40,48,48,38
9,f,4,Computer,41,71,74,92,95,65,95,78
12,m,7,Marathi,72,98,85,85,60,45,98,39
13,f,8,Maths,97,100,53,87,91,68,78,100
8,f,3,Maths,91,50,62,45,87,55,96,96
14,m,9,Hindi,40,89,80,46,87,97,100,56
12,m,7,Science,97,40,73,57,36,91,46,76
8,m,3,Maths,61,59,50,49,57,64,69,60
12,f,7,Hindi,84,88,95,43,41,62,73,90
10,f,5,History,47,56,94,96,65,89,78,39
12,m,7,Maths,37,88,46,70,83,87,45,75
8,f,3,Geography,60,83,81,92,100,79,62,48
6,m,1,Science,100,98,46,68,63,94,56,56
10,m,5,Computer,35,86,89,62,68,55,44,56
10,f,5,Hindi,72,48,99,77,54,54,35,77
12,f,7,Science,42,78,91,76,39,37,51,70
6,m,1,English,66,35,70,88,70,38,89,80
7,m,2,English,85,45,54,49,83,88,53,67
15,f,10,Geography,94,73,75,83,88,60,68,74
13,m,8,Science,46,76,62,50,55,79,52,90
10,m,5,Science,40,53,55,41,77,71,39,75
8,m,3,History,93,38,94,77,66,41,54,81
7,f,2,Hindi,66,89,94,44,79,97,74,45
10,m,5,Maths,78,100,84,63,86,61,100,46
6,f,1,History,59,53,99,71,56,59,69,79
7,m,2,Geography,61,80,80,100,42,87,78,75
8,f,3,Hindi,65,83,88,97,89,75,73,53
10,f,5,Marathi,66,91,79,78,61,72,86,89
15,m,10,Hindi,45,71,72,50,44,97,53,55
11,m,6,Computer,96,65,85,96,35,71,36,87
15,m,10,English,71,39,81,81,45,100,90,90
6,f,1,Computer,73,88,59,96,74,77,98,61
6,f,1,Geography,87,44,93,67,65,94,67,93
6,m,1,History,95,68,60,57,95,58,49,94
12,f,7,Geography,80,70,58,60,46,44,61,97
11,m,6,Computer,81,52,88,98,96,51,92,54
9,m,4,English,69,92,100,35,70,62,76,85
12,f,7,Geography,98,100,90,75,91,84,89,57
7,f,2,Computer,98,48,64,46,51,64,97,42
6,m,1,History,45,59,81,65,84,92,100,95
15,m,10,Computer,57,78,94,44,70,51,54,83
15,f,10,Hindi,84,49,57,53,100,97,61,53
12,m,7,Geography,58,52,94,53,75,39,56,36
12,m,7,Computer,63,50,92,92,62,88,61,82
11,m,6,Marathi,89,93,97,86,55,84,53,94
13,f,8,English,61,86,79,62,53,49,97,43
7,m,2,English,100,43,60,72,99,56,38,64
13,f,8,Computer,70,35,58,69,43,85,53,45
11,m,6,Marathi,60,79,78,53,74,97,92,99
8,f,3,Maths,99,56,81,73,54,61,75,81
7,f,2,Computer,65,44,99,44,47,63,98,37
15,m,10,English,75,95,100,40,72,94,71,44
14,m,9,Computer,60,88,49,84,76,88,80,73
11,m,6,Hindi,82,96,80,88,55,88,83,64
6,f,1,Hindi,43,88,71,45,44,46,78,82
10,f,5,Science,71,42,35,95,82,70,88,95
10,m,5,Maths,39,81,99,69,75,91,100,73
13,f,8,Computer,71,83,45,53,83,81,77,78
15,m,10,Computer,90,46,54,91,53,55,61,79
8,m,3,Computer,79,72,71,96,66,60,56,87
13,f,8,Hindi,61,69,66,91,88,43,52,75
11,f,6,Marathi,87,80,35,71,95,67,96,100
9,m,4,Science,66,67,78,40,81,43,52,76
15,m,10,Marathi,97,77,81,63,76,77,97,98
8,f,3,Computer,94,92,57,75,40,82,42,60
13,m,8,Maths,35,57,82,71,70,63,53,92
13,m,8,Geography,41,80,96,85,36,62,54,65
7,m,2,Computer,64,53,94,71,52,76,59,92
15,f,10,Hindi,85,59,74,62,93,68,72,91
14,m,9,English,96,39,99,51,53,86,79,43
13,f,8,Computer,76,39,71,54,48,56,35,46
14,m,9,Computer,38,45,66,38,67,36,66,76
13,f,8,Geography,57,41,80,66,88,71,94,56
8,f,3,Marathi,78,88,40,54,93,44,84,99
15,m,10,Marathi,93,98,78,55,95,56,89,35
9,m,4,Science,81,88,44,54,65,46,96,94
13,m,8,History,81,91,94,71,69,57,66,100
7,f,2,English,52,74,89,68,55,77,94,79
11,f,6,Computer,66,76,39,39,82,43,40,90
9,m,4,Geography,96,49,50,90,64,54,44,36
7,f,2,Maths,53,74,54,75,90,45,75,36
11,m,6,Maths,40,90,67,86,82,47,67,73
14,m,9,Maths,62,49,64,88,61,85,66,89
6,f,1,Computer,48,99,56,91,90,79,85,71
10,f,5,Geography,68,65,92,40,58,38,57,38
12,m,7,Hindi,90,45,50,35,93,59,93,84
6,m,1,Hindi,62,50,84,39,78,59,73,47
12,f,7,Geography,76,55,51,74,82,57,61,58
14,m,9,Geography,58,54,92,47,97,94,97,68
12,m,7,Hindi,58,52,89,98,79,42,96,48
14,m,9,Marathi,86,54,96,65,81,75,46,39
13,f,8,History,36,61,88,67,84,54,39,54
14,m,9,Science,46,60,49,62,58,95,66,73
6,f,1,Marathi,78,89,38,61,86,79,81,50
13,m,8,Geography,57,66,41,96,69,85,83,74
11,f,6,Marathi,46,85,55,57,89,48,37,84
7,f,2,Hindi,45,77,55,37,59,61,100,74
14,m,9,Maths,58,88,69,73,95,68,74,36
9,m,4,Science,43,51,35,71,60,61,47,84
12,m,7,Geography,93,71,37,40,43,95,37,72
7,f,2,Maths,68,80,65,87,81,44,37,100
14,f,9,Marathi,64,54,54,36,39,87,100,82
9,m,4,Marathi,98,45,41,36,57,42,84,85
11,f,6,Geography,49,53,67,94,86,51,80,61
6,m,1,Hindi,44,39,99,63,65,43,81,56
13,m,8,Geography,44,72,42,40,37,78,87,44
13,f,8,Geography,50,95,56,83,38,77,91,59
7,f,2,History,85,81,83,38,63,37,62,55
7,m,2,Marathi,41,54,93,88,81,39,55,86
8,m,3,Maths,92,59,52,91,67,87,57,61
13,f,8,History,71,66,49,56,52,37,99,92
8,m,3,Hindi,76,39,47,66,92,35,69,85
11,m,6,Marathi,82,94,42,47,73,78,79,47
6,m,1,Maths,45,46,98,81,55,93,53,54
12,f,7,Geography,79,56,49,72,70,49,47,96
13,m,8,Geography,88,93,40,54,80,96,52,90
6,f,1,Computer,58,92,39,38,47,82,47,60
14,m,9,Marathi,72,61,56,40,38,98,40,95
9,f,4,Computer,47,51,46,41,97,51,82,85
6,f,1,Science,66,82,86,79,81,38,78,69
15,m,10,Science,76,91,89,88,70,46,53,55
14,m,9,Geography,91,71,56,80,56,38,36,85
14,m,9,Computer,77,50,99,80,54,70,74,78
12,f,7,Geography,66,43,94,85,99,81,78,83
9,f,4,Science,52,66,48,52,84,44,100,92
9,m,4,Marathi,45,87,82,51,92,44,70,52
8,f,3,History,91,44,50,70,51,70,37,67
7,m,2,Hindi,98,48,43,62,91,99,36,48
11,m,6,Marathi,88,88,97,51,100,89,75,82
8,f,3,Geography,87,72,69,49,48,84,100,38
15,f,10,Marathi,66,64,100,79,85,60,66,42
13,m,8,Marathi,63,73,68,53,48,50,49,97
6,m,1,Computer,80,64,72,68,86,59,43,98
7,f,2,English,42,100,62,94,46,64,75,61
7,m,2,Computer,55,45,81,78,74,48,80,90
13,m,8,Maths,72,88,83,36,54,50,85,86
14,m,9,Science,52,98,63,94,39,67,67,50
12,f,7,English,77,95,58,67,59,43,53,79
7,m,2,Science,98,61,100,97,56,68,74,65
8,f,3,Geography,72,54,82,81,36,100,81,60
9,m,4,English,69,97,63,40,98,77,47,86
14,f,9,Hindi,41,63,36,44,81,66,76,81
9,f,4,Maths,63,68,87,38,43,72,73,44
7,m,2,Computer,53,85,46,95,41,66,57,89
13,m,8,Maths,73,73,54,83,94,56,79,92
8,m,3,Science,56,51,81,50,72,58,48,41
7,f,2,English,46,57,46,80,65,67,44,99
7,f,2,Science,43,78,67,71,46,64,85,86
12,m,7,Computer,79,56,88,48,91,72,68,72
15,f,10,Science,47,70,36,68,38,61,77,35
12,m,7,English,50,88,62,47,52,66,76,40
10,m,5,Maths,73,92,61,44,67,69,94,73
14,f,9,History,53,72,50,71,83,58,36,72
7,f,2,Maths,58,42,97,60,49,52,48,79
12,m,7,Geography,80,48,59,58,92,63,35,44
8,m,3,Hindi,100,95,96,81,78,64,96,62
8,f,3,Geography,96,90,98,90,75,48,53,41
8,m,3,Marathi,53,73,36,50,85,37,82,73
6,m,1,Maths,42,50,45,84,58,58,89,63
8,m,3,Science,88,64,86,61,40,50,89,73
6,f,1,Hindi,39,91,55,51,40,67,45,83
13,m,8,History,44,70,93,90,80,70,75,91
9,f,4,Maths,35,79,52,65,61,56,92,93
15,m,10,English,57,47,84,88,66,79,53,44
6,f,1,Marathi,51,81,87,97,36,44,79,78
13,f,8,English,51,43,91,68,46,44,85,41
9,m,4,English,95,37,74,80,82,39,37,37
9,m,4,Maths,93,63,96,54,90,92,42,51
13,m,8,English,64,60,64,94,88,44,100,100
7,f,2,Hindi,84,36,38,66,36,75,79,68
10,f,5,Marathi,77,58,50,72,84,60,95,90
13,m,8,Marathi,68,90,62,67,91,60,60,87
8,f,3,English,83,69,45,53,66,54,75,86
8,m,3,History,87,51,59,73,48,60,40,85
6,m,1,Marathi,78,71,37,57,41,65,80,60
14,f,9,Maths,78,56,37,57,47,78,60,92
7,f,2,Science,75,99,76,67,57,49,36,94
6,m,1,Maths,65,62,79,89,36,35,49,86
8,m,3,Computer,61,97,83,81,98,73,55,79
13,f,8,Maths,76,55,60,69,49,75,65,85
13,m,8,Geography,76,50,93,55,62,80,50,98
13,m,8,Hindi,49,90,82,84,85,84,69,41
12,m,7,Geography,57,71,86,80,50,78,59,67
10,f,5,Hindi,43,61,91,59,45,84,66,81
13,m,8,Maths,66,62,96,78,46,99,59,81
15,f,10,History,38,35,86,45,89,100,45,89
13,m,8,Geography,79,77,88,83,70,47,86,91
14,f,9,History,50,77,65,60,56,92,93,70
15,f,10,Geography,93,70,54,37,64,88,38,51
7,m,2,History,61,82,46,63,58,63,40,91
9,m,4,Maths,95,84,95,65,62,46,38,45
11,m,6,Science,73,64,87,86,80,85,93,48
9,f,4,Computer,43,82,95,63,74,55,39,62
10,f,5,English,74,76,36,82,60,68,65,72
6,m,1,English,81,69,64,45,37,36,99,55
6,f,1,Geography,51,46,37,46,54,98,55,55
6,m,1,English,57,46,43,83,47,39,61,63
11,m,6,English,78,48,84,35,44,53,59,55
14,f,9,English,65,73,46,37,87,83,68,74
13,f,8,Science,51,82,82,83,61,65,77,79
12,m,7,History,36,44,35,44,41,52,85,77
7,m,2,Science,62,85,60,76,68,36,58,40
8,f,3,Hindi,50,59,91,82,61,86,59,36
14,m,9,Marathi,84,65,81,73,66,49,57,40
15,m,10,Computer,61,72,53,85,64,56,82,35
11,m,6,Maths,62,75,63,44,60,68,38,79
13,f,8,Hindi,48,81,48,94,41,42,42,46
15,m,10,Maths,95,46,58,40,57,61,58,79
14,f,9,History,40,79,79,86,97,94,38,38
10,m,5,Geography,50,93,82,65,58,68,36,61
8,f,3,Marathi,99,49,78,66,53,76,98,66
15,f,10,Marathi,71,46,64,61,60,75,57,87
15,m,10,Marathi,81,93,89,51,66,95,79,57
9,m,4,Science,87,70,72,86,52,42,51,69
7,m,2,Hindi,77,88,60,53,39,65,92,80
9,f,4,Computer,100,100,64,86,77,81,64,41
7,f,2,History,47,90,90,74,40,85,46,62
14,m,9,History,85,69,89,68,63,96,89,89
12,f,7,Geography,93,84,93,62,59,92,99,58
14,m,9,Science,66,65,76,96,36,60,85,63
7,m,2,History,61,46,57,37,46,53,50,77
6,f,1,Science,67,38,76,87,53,67,89,74
11,f,6,Maths,63,85,36,68,69,95,84,58
7,m,2,History,59,90,40,93,46,96,81,85
15,m,10,Science,72,43,84,82,37,78,78,68
10,f,5,Marathi,60,82,76,68,85,89,98,95
10,m,5,History,38,38,37,72,43,60,54,36
9,m,4,Geography,91,51,59,98,77,40,41,39
9,m,4,Geography,89,62,47,54,73,55,48,82
12,f,7,Hindi,81,56,91,54,89,84,77,95
13,m,8,Maths,45,35,79,84,99,73,65,71
13,f,8,Geography,74,83,91,80,57,42,41,97
6,m,1,Science,76,66,93,38,75,66,42,61
7,f,2,Science,62,38,58,98,61,79,40,95
7,f,2,Hindi,78,77,80,69,80,52,62,83
13,m,8,Science,80,58,88,70,63,44,71,66
15,m,10,Marathi,88,78,68,82,47,91,92,70
10,m,5,Hindi,91,36,96,99,83,36,54,74
15,f,10,Science,75,87,82,60,56,39,42,96
10,f,5,Marathi,38,40,72,54,97,46,37,36
12,m,7,Hindi,87,69,52,82,76,43,58,95
15,f,10,Marathi,61,52,49,77,84,78,55,50
13,m,8,Geography,73,72,58,69,97,87,42,67
10,m,5,Geography,54,59,85,70,84,83,90,75
13,f,8,Geography,90,58,39,46,74,54,69,35
12,f,7,Hindi,56,66,97,85,72,87,46,74
11,m,6,English,45,95,73,53,95,35,80,62
12,m,7,Computer,95,70,35,90,74,51,76,57
14,f,9,Marathi,60,71,84,82,95,37,73,53
10,m,5,History,44,39,76,86,55,70,68,43
8,m,3,Computer,57,42,81,67,74,67,41,36
15,m,10,Maths,81,80,68,75,42,36,70,37
14,f,9,Maths,85,79,43,45,90,87,58,89
14,m,9,Marathi,76,93,74,43,61,91,66,41
8,f,3,English,35,72,41,73,36,81,40,52
10,m,5,Hindi,65,70,82,46,93,100,80,100
6,f,1,Maths,94,60,49,92,57,79,47,49
8,f,3,Maths,77,90,35,35,79,82,98,86
6,m,1,Hindi,65,55,48,37,46,45,58,61
7,m,2,Science,96,44,73,55,84,54,63,59
12,f,7,Maths,99,75,37,74,49,85,93,95
7,m,2,History,75,74,83,63,38,69,92,72
15,f,10,Computer,86,93,45,84,72,60,43,48
7,m,2,Marathi,79,88,86,70,90,58,82,35
15,m,10,Science,35,75,44,92,71,99,66,96
15,f,10,History,38,56,97,38,38,48,85,72
9,f,4,Geography,76,61,86,93,47,39,95,40
14,m,9,Maths,86,49,50,48,74,91,46,38
15,m,10,English,94,91,43,80,69,88,77,35
9,f,4,History,72,57,46,44,100,47,79,67
11,m,6,Science,74,47,59,42,69,90,37,50
8,m,3,History,70,49,58,91,92,97,84,38
11,m,6,Maths,45,98,56,44,77,85,59,98
10,f,5,Geography,52,58,40,96,73,74,55,36
15,m,10,Marathi,42,93,54,70,74,73,60,76
8,f,3,Maths,37,75,72,66,44,39,77,40
12,m,7,Computer,79,87,55,92,38,99,42,64
11,f,6,History,66,44,67,49,79,66,89,60
10,f,5,Hindi,72,84,66,38,69,68,96,79
12,m,7,Maths,45,72,41,56,62,73,94,35
6,m,1,Geography,76,81,58,38,47,65,93,79
10,m,5,Geography,93,52,97,89,45,59,45,78
13,f,8,Science,51,83,76,96,88,40,53,46
11,f,6,History,42,92,73,52,50,64,74,75
8,m,3,English,99,57,53,42,82,40,42,98
13,f,8,Maths,84,47,78,68,83,52,45,76
